block,area,littera,role,unit,quantityKind,sensor_id,value_2026_09_13,age_h,note
weekly,Offices (Lindinvent) PLAN 10,LB104-7027-TB15B4/9070,room temp — KOPIERING/FRD. 7027 [LB104-7027-TB15B4],degC,Temperature,4322009d-15fd-4c75-9ed4-015d954b5c76,22.8,0.3,
weekly,Offices (Lindinvent) PLAN 10,LB104-7027-TB15B4/8006,room temp setpoint — KOPIERING/FRD. 7027 [LB104-7027-TB15B4],degC,CapabilityTypeSetpoint,ac9ed475-c345-46ab-816f-a1c71060be24,22.0,0.3,
weekly,Offices (Lindinvent) PLAN 10,LB104-7027-TB15B4/9090,CO2 — KOPIERING/FRD. 7027 [LB104-7027-TB15B4],ppm,CO2,9d5c3809-6db0-4d6f-9e2c-aa85fa72fdec,486.0,0.3,
weekly,Offices (Lindinvent) PLAN 10,LB104-7027-TB15B4/4152,presence — KOPIERING/FRD. 7027 [LB104-7027-TB15B4],0/1,Presence,143d3c2a-804f-4b42-b7ac-db1de59bfac3,0.0,0.3,
weekly,Offices (Lindinvent) PLAN 10,LB104-7027-TB15B4/-12,supply flow — KOPIERING/FRD. 7027 [LB104-7027-TB15B4],l/s,Flow,19bcebcb-0943-422e-a5be-b9a886f8bdcf,0.0,0.3,
weekly,Offices (Lindinvent) PLAN 10,LB104-7008-TB15B1/9070,room temp — GRUPPRUM 7008 [LB104-7008-TB15B1],degC,Temperature,976fca31-2f51-4aeb-9cba-41d84db91a7d,22.6,0.3,
weekly,Offices (Lindinvent) PLAN 10,LB104-7008-TB15B1/8006,room temp setpoint — GRUPPRUM 7008 [LB104-7008-TB15B1],degC,CapabilityTypeSetpoint,f9d09fd7-7a5f-4a1e-a64e-770d4380a968,22.0,0.3,
weekly,Offices (Lindinvent) PLAN 10,LB104-7008-TB15B1/9090,CO2 — GRUPPRUM 7008 [LB104-7008-TB15B1],ppm,CO2,d62888d0-b57c-4b14-b733-b8db1592b44c,441.0,0.3,
weekly,Offices (Lindinvent) PLAN 10,LB104-7008-TB15B1/4152,presence — GRUPPRUM 7008 [LB104-7008-TB15B1],0/1,Presence,c2e5dbd0-ea9c-4522-9e4a-bef1e5240c58,0.0,0.3,
weekly,Offices (Lindinvent) PLAN 10,LB104-7008-TB15B1/-12,supply flow — GRUPPRUM 7008 [LB104-7008-TB15B1],l/s,Flow,0761c430-ef74-401c-81c9-d0686a245b70,0.0,0.3,
alarm,Alarm roster,BRAND.LA,Centralt Brandlarm.,alarm,AlarmMajor,68d420d0-609f-485f-b843-23b018ac90f9,0.0,0.3,
alarm,Alarm roster,BRAND.OMK.LA,Brandstyrning förbikopplad via omk,alarm,AlarmMajor,9fe30141-bc5d-43ad-95bb-b19b228ac273,0.0,0.3,
alarm,Alarm roster,LB733.FRY.LA,Utlöst frysvakt,alarm,AlarmMinor,0c08823d-f80b-475f-a392-7fb44b75a9ea,0.0,0.3,
alarm,Alarm roster,LB72_2.VVX.LA,LB72:2-VVX Summalarm,alarm,AlarmMajor,c0d1aade-a9e0-44f5-8f41-cc6e079773cc,0.0,0.4,
alarm,Alarm roster,LB72_2.UV40.LA,LB72:2-UV40 Summalarm,alarm,AlarmMajor,178a327e-83de-4d3f-a144-312953f58f4d,0.0,0.4,
alarm,Alarm roster,LB72_2.TF1.LA,LB72:2-TF1 Driftfel,alarm,AlarmMinor,971daa55-a8fb-4a58-a6f8-6c7e03655189,0.0,0.4,
weekly,Alarm roster,LB72_2.FF1.LA,LB72:2-FF1 Driftfel,alarm,AlarmMinor,828915a1-f8ec-4720-aa18-c8a22cc46333,0.0,0.4,
weekly,Alarm roster,LB72_2.VERK.LA,LB72:2-VVX Låg verkningsgrad,alarm,AlarmMinor,03d402f5-36e7-44d8-acc0-668f2158515f,0.0,0.4,
alarm,Alarm roster,LB733.TF01.LA,Driftfel,alarm,AlarmMinor,3da841dc-8d5a-4839-aa2f-0e8d7904ac0c,0.0,0.3,
weekly,Alarm roster,LB733.FF01.LA,Driftfel,alarm,AlarmMinor,ca7d5ce6-ba8f-487a-824c-3549facf6a87,0.0,0.3,
weekly,Alarm roster,LB733.CGS90.SLA,ummalarm,alarm,AlarmMajor,9dae5b3e-4ef4-4c3c-ba9f-42fbbcecc75b,0.0,0.3,
weekly,Alarm roster,LB121.UV40.LA,LB12:1-UV40 Summalarm,alarm,AlarmMajor,c767a559-da68-4519-a30d-3d795469a6ae,0.0,0.4,
weekly,Alarm roster,LB122.UV40.LA,LB12:2-UV40 Summalarm,alarm,AlarmMajor,ce1c7985-212a-4de1-97ac-c9f75f22f51c,0.0,0.4,
alarm,Alarm roster,LB731.ECONET.SLA.LA,LB73:1 Econet Summalarm A,alarm,AlarmMajor,9a54cfd8-261d-4937-9a4b-c43dec68d774,0.0,0.4,
alarm,Alarm roster,KB12.P30AB.LA,KB12-P30A & B Driftfel,alarm,AlarmMinor,9709bdbf-7503-4864-8df7-53b1c6bedda4,0.0,0.3,
weekly,Alarm roster,KB12.P30A.SLA,KB12-P30A Summalarm,alarm,AlarmMajor,2d57e444-0aa8-4458-b865-6cf5f4300dc6,0.0,0.3,
weekly,Alarm roster,KB12.P30B.SLA,KB12-P30B Summalarm,alarm,AlarmMajor,28d286cc-857a-4568-8301-dd1bed3db642,0.0,0.3,
alarm,Alarm roster,VKA12.KK1.SLA,VKA12-KK1 Summalarm,alarm,AlarmMajor,c93123ec-9d69-4ea6-9bcf-33b2458dc09c,0.0,0.3,
alarm,Alarm roster,VKA12.KK2.SLA,VKA12-KK2 Summalarm,alarm,AlarmMajor,d3c97bed-0fa6-4b5a-a9a3-3b8ae95fc8f3,0.0,0.4,
alarm,Alarm roster,VKA12.KK1.NODK.LA,VKA12-KK1 Nödkyla aktiv,alarm,AlarmMinor,cff863b8-3626-49e0-aa3e-6511fa13c35c,0.0,0.3,
alarm,Alarm roster,VKA12.KK2.NODK.LA,VKA12-KK2 Nödkyla aktiv,alarm,AlarmMinor,c33d808f-fb3b-4c3e-a5b4-01e696654e87,0.0,0.3,
alarm,Alarm roster,FA12.KK1.SLA,FA12-KK1 Summalarm,alarm,AlarmMajor,4feb8c54-a132-4f7a-aa55-fa072c853de1,0.0,0.3,
alarm,Alarm roster,FA12.KK1.NODK.LA,FA12-KK1 Nödkyla aktiv,alarm,AlarmMinor,c816f63b-6605-4371-b246-9c2ec7d1721c,0.0,0.3,
alarm,Alarm roster,KM1.P30AB.LA,KM1-P30A och P30B Driftfel,alarm,AlarmMinor,df88a95d-8b2c-4aff-8e9a-53a26b427fcd,0.0,0.4,
weekly,Alarm roster,KM1.KEM.SLA,Summalarm Kemanläggning,alarm,AlarmMajor,3ddad857-4fa9-453a-9184-0544b82fc266,0.0,0.4,
weekly,Alarm roster,VS1.P90.SLA,VS1-P90 Summalarm,alarm,AlarmMajor,9e9b2089-2673-4939-a14e-44ac44ecfc2f,0.0,0.4,
alarm,Alarm roster,VS1.V_DUMP.LA,Risk för värmedumpning VS1 mot KM1,alarm,AlarmMinor,973d2afe-b399-42e2-ac69-677cc57a4240,0.0,0.4,
weekly,Alarm roster,VKA1.SEK.LA,Regl. handstyrd,alarm,AlarmMinor,4da1d2cd-869b-4fb6-ac4a-7fd0d9395b31,0.0,0.4,
weekly,Alarm roster,VKA2.SEK.LA,Regl. handstyrd,alarm,AlarmMinor,eb89e568-fba2-4148-987a-c52ff50b1b61,0.0,0.4,
weekly,Alarm roster,VKA3.UV32.SLA,Summalarm omformare,alarm,AlarmMajor,6b289049-18d3-459a-a126-52587ed39fe3,0.0,0.4,
weekly,Alarm roster,AS65.MSK.LA,Utlöst motorsk./dvärgbr. i AS,alarm,AlarmMinor,00fd68f0-b226-4492-92e1-2d50ad74fe35,0.0,0.4,
weekly,Alarm roster,LB13.TF1.LA,m,alarm,AlarmMinor,0c56c863-efb1-4082-b820-71c3c9c32708,0.0,0.3,
weekly,Alarm roster,LB13.GT80.LA,m,alarm,AlarmMinor,4808184c-9f19-4fdc-93bc-e2fa16a19bdc,0.0,0.4,
rotation-mon,Rotation PLAN 9,LB91-6196-HD108/9070,room temp — MÖTE 6196,degC,Temperature,45019f88-fe44-4737-a96c-753ba9955da8,22.3,0.3,
rotation-mon,Rotation PLAN 9,LB91-6196-HD108/8006,setpoint — MÖTE 6196,degC,CapabilityTypeSetpoint,7e78273c-c0a5-488d-8bb2-f242c01fd36f,22.5,0.3,
rotation-tue,Rotation PLAN 8,LB82-5182-VFD101/9070,room temp — PAUSYTA 5182,degC,Temperature,4051d586-6d99-4e84-b965-02092c7d6226,23.0,0.3,
rotation-tue,Rotation PLAN 8,LB82-5182-VFD101/8006,setpoint — PAUSYTA 5182,degC,CapabilityTypeSetpoint,83154cd6-e5f7-4ecc-8cc2-13122900c3c3,22.0,0.3,
rotation-wed,Rotation PLAN 8,LB83-5160E-VFD101/9070,room temp — PASSAGE 5160A,degC,Temperature,810f39e0-a505-4717-b5cf-420b61d1ce77,23.7,0.3,
rotation-wed,Rotation PLAN 8,LB83-5160E-VFD101/8006,setpoint — PASSAGE 5160A,degC,CapabilityTypeSetpoint,d805d46e-63a7-4df1-9bdc-de24948fe776,22.5,0.3,
rotation-thu,Rotation PLAN 9,LB91-6190-TD401/9070,room temp — KONTOR 6190,degC,Temperature,3693bf2f-5196-42ab-9e16-40cf588f1c95,22.2,0.3,
rotation-thu,Rotation PLAN 9,LB91-6190-TD401/8006,setpoint — KONTOR 6190,degC,CapabilityTypeSetpoint,75c190df-d859-4beb-b19c-d12e2d775aa8,22.5,0.3,
rotation-fri,Rotation PLAN 10,LB104-7011-TB15B5/9070,room temp — KOPIERING 7011,degC,Temperature,255ef245-78e8-4872-b968-fd79ec8479bb,22.3,0.3,
rotation-fri,Rotation PLAN 10,LB104-7011-TB15B5/8006,setpoint — KOPIERING 7011,degC,CapabilityTypeSetpoint,c4992296-91d2-4e0a-a90f-0d81496450c6,22.0,0.3,
rotation-mon,Rotation PLAN 9,LB91-6191-HD106/9070,room temp — KONTOR 6191,degC,Temperature,5a7dd5e7-1e90-492f-b044-936c649134d1,21.4,0.3,
rotation-mon,Rotation PLAN 9,LB91-6191-HD106/8006,setpoint — KONTOR 6191,degC,CapabilityTypeSetpoint,37f88a7e-d9ac-4d47-a505-0e7d227184e9,21.5,0.3,
rotation-tue,Rotation PLAN 8,LB82-5186-VFD104/9070,room temp — MÖTE 5186,degC,Temperature,5695dbb9-a312-4e71-a189-9a87e231f941,22.0,0.3,
rotation-tue,Rotation PLAN 8,LB82-5186-VFD104/8006,setpoint — MÖTE 5186,degC,CapabilityTypeSetpoint,a2786e2d-5f49-4e97-8d97-ef8c93bcb60c,22.0,0.3,
rotation-wed,Rotation PLAN 8,LB83-5185-VFD104/9070,room temp — PASSAGE 5185,degC,Temperature,0042f41a-6a26-4cc6-a063-7e9c5cb3dadd,22.3,0.3,
rotation-wed,Rotation PLAN 8,LB83-5185-VFD104/8006,setpoint — PASSAGE 5185,degC,CapabilityTypeSetpoint,ad389b77-a047-44cd-bc22-45c6844dc703,22.0,0.3,
rotation-thu,Rotation PLAN 8,LB81-5124-VFD101/9070,room temp — ENTRÉ 5124,degC,Temperature,9cc4b49e-5ec1-4fd6-8a13-79cb58b50797,22.7,0.3,
rotation-thu,Rotation PLAN 8,LB81-5124-VFD101/8006,setpoint — ENTRÉ 5124,degC,CapabilityTypeSetpoint,e387e13e-e4e8-478f-8752-8ffa504d71a5,22.5,0.3,
rotation-fri,Rotation PLAN 8,LB82-5181-VFD106/9070,room temp — ÖPPET KONTOR 5181,degC,Temperature,ab6534d4-4df4-4c21-87c2-ac861b3e3412,22.1,0.3,
rotation-fri,Rotation PLAN 8,LB82-5181-VFD106/8006,setpoint — ÖPPET KONTOR 5181,degC,CapabilityTypeSetpoint,74f46036-e423-4abb-86e4-63be57d8fe34,22.0,0.3,
rotation-mon,Rotation PLAN 8,LB81-5151G-HD104/9070,room temp — ÖPPET KONTOR 5151,degC,Temperature,3f5238b5-5557-4358-8683-1b454c14e146,23.0,0.3,
rotation-mon,Rotation PLAN 8,LB81-5151G-HD104/8006,setpoint — ÖPPET KONTOR 5151,degC,CapabilityTypeSetpoint,5f70f3cf-a822-46c5-a37c-fda120240d99,22.0,0.3,
rotation-tue,Rotation PLAN 10,LB104-7015D-TD201/9070,room temp — KONFERENS 7015,degC,Temperature,c9585e41-548a-4737-bb81-4e929303ada5,23.1,0.3,
rotation-tue,Rotation PLAN 10,LB104-7015D-TD201/8006,setpoint — KONFERENS 7015,degC,CapabilityTypeSetpoint,204edc75-bf2c-47c5-a143-8de2bb72a020,22.0,0.3,
rotation-wed,Rotation PLAN 9,LB91-KK-RUM-FLK/9070,room temp — FLÄKTRUM 6137,degC,Temperature,31c7a729-3a68-4579-b9cf-4bf9e5d553ff,22.7,0.3,
rotation-wed,Rotation PLAN 9,LB91-KK-RUM-FLK/8006,setpoint — FLÄKTRUM 6137,degC,CapabilityTypeSetpoint,95c10f31-9fa5-43b2-8050-944c5e9ca283,22.0,0.3,
rotation-thu,Rotation PLAN 8,LB83-5191-VFD101/9070,room temp — ÖPPET KONTOR 5191,degC,Temperature,5b6dde9e-d37b-41f3-a16c-74499e37532b,23.5,0.3,
rotation-thu,Rotation PLAN 8,LB83-5191-VFD101/8006,setpoint — ÖPPET KONTOR 5191,degC,CapabilityTypeSetpoint,95cf0a8d-572b-4a6b-8d02-53630f787982,22.5,0.3,
rotation-fri,Rotation PLAN 8,LB81-5151E-VFD104/9070,room temp — ÖPPET KONTOR 5151,degC,Temperature,d67b1bb5-30d0-40b6-a160-684fcc3af289,22.1,0.3,
rotation-fri,Rotation PLAN 8,LB81-5151E-VFD104/8006,setpoint — ÖPPET KONTOR 5151,degC,CapabilityTypeSetpoint,d3c108cf-46ba-49d4-b293-8fd6c9153cec,22.5,0.3,
rotation-mon,Rotation PLAN 9,LB91-6196-HD104/9070,room temp — MÖTE 6196,degC,Temperature,3765536e-8eea-40a6-87cb-df421577d5ba,21.7,0.3,
rotation-mon,Rotation PLAN 9,LB91-6196-HD104/8006,setpoint — MÖTE 6196,degC,CapabilityTypeSetpoint,79672065-e545-4a7f-b598-e4e71581fe4d,22.5,0.3,
rotation-tue,Rotation PLAN 8,LB81-5154-TD401/9070,room temp — PAUSYTA 5154,degC,Temperature,2789173d-91c7-4f52-95f8-0fd1d00b1043,20.9,0.3,
rotation-tue,Rotation PLAN 8,LB81-5154-TD401/8006,setpoint — PAUSYTA 5154,degC,CapabilityTypeSetpoint,c8695d9e-b37f-4794-bc46-a77e211991e8,22.5,0.3,
rotation-wed,Rotation PLAN 8,LB83-5160C-VFD101/9070,room temp — KONTOR 5160C,degC,Temperature,95357ec2-1052-4ee7-8640-9a30c16314a2,23.7,0.3,
rotation-wed,Rotation PLAN 8,LB83-5160C-VFD101/8006,setpoint — KONTOR 5160C,degC,CapabilityTypeSetpoint,019e8337-77ef-4ae5-a535-1accfb850b69,22.5,0.3,
rotation-thu,Rotation PLAN 8,LB81-5124-VFD102/9070,room temp — ENTRÉ 5124,degC,Temperature,7700a5b1-4372-4565-a13b-d80f802da722,22.7,0.3,
rotation-thu,Rotation PLAN 8,LB81-5124-VFD102/8006,setpoint — ENTRÉ 5124,degC,CapabilityTypeSetpoint,0a12f36a-2870-44ee-9a0c-a1a44829d7f0,22.5,0.3,
rotation-fri,Rotation PLAN 8,LB81-5151G-HD102/9070,room temp — ÖPPET KONTOR 5151,degC,Temperature,0d7a2365-ad59-4d2b-b98a-a38e0462238a,22.8,0.3,
rotation-fri,Rotation PLAN 8,LB81-5151G-HD102/8006,setpoint — ÖPPET KONTOR 5151,degC,CapabilityTypeSetpoint,7823fea3-0627-4ea8-aaeb-b92f20d00aff,22.5,0.3,
rotation-mon,Rotation PLAN 8,LB81-5125-VFD103/9070,"room temp — VR-RUM/KONFERENS, 12p 5125",degC,Temperature,2788c2d9-c261-48fb-9417-b579e4e98531,22.3,0.3,
rotation-mon,Rotation PLAN 8,LB81-5125-VFD103/8006,"setpoint — VR-RUM/KONFERENS, 12p 5125",degC,CapabilityTypeSetpoint,6dd4b347-9286-411b-a219-97386095e1ad,22.5,0.3,
rotation-tue,Rotation PLAN 8,LB81-5152A-VFD101/9070,room temp — ÖPPET KONTOR 5152,degC,Temperature,f3140a6a-0613-4360-a8b5-ccb0c5ee28f7,21.5,0.3,
rotation-tue,Rotation PLAN 8,LB81-5152A-VFD101/8006,setpoint — ÖPPET KONTOR 5152,degC,CapabilityTypeSetpoint,134188b6-52bb-4922-93c3-8abbeb17363d,22.0,0.3,
rotation-wed,Rotation PLAN 9,LB91-6191-HD102/9070,room temp — KONTOR 6191,degC,Temperature,5610ed10-409b-4a53-91c1-708157814722,22.2,0.3,
rotation-wed,Rotation PLAN 9,LB91-6191-HD102/8006,setpoint — KONTOR 6191,degC,CapabilityTypeSetpoint,0e561919-d3c1-46a2-bf3c-0280849740ac,22.5,0.3,
rotation-thu,Rotation PLAN 8,LB82-5186-VFD101/9070,room temp — MÖTE 5186,degC,Temperature,269048e2-2bd0-4cf9-b173-126531c833d4,22.0,0.3,
rotation-thu,Rotation PLAN 8,LB82-5186-VFD101/8006,setpoint — MÖTE 5186,degC,CapabilityTypeSetpoint,571e0fa2-57ee-4861-83c6-0361514753da,22.0,0.3,
rotation-fri,Rotation PLAN 8,LB81-5151F-HD104/9070,room temp — ÖPPET KONTOR 5151,degC,Temperature,243e73a3-8579-4693-8acf-451e6c5d96d0,22.6,0.3,
rotation-fri,Rotation PLAN 8,LB81-5151F-HD104/8006,setpoint — ÖPPET KONTOR 5151,degC,CapabilityTypeSetpoint,e5bb898d-39cb-4e39-b57e-64f590a69341,22.0,0.3,
rotation-mon,Rotation PLAN 8,LB83-5191-VFD103/9070,room temp — ÖPPET KONTOR 5191,degC,Temperature,14ff8101-cc83-4548-b0e3-ecfa222bf534,23.0,0.3,
rotation-mon,Rotation PLAN 8,LB83-5191-VFD103/8006,setpoint — ÖPPET KONTOR 5191,degC,CapabilityTypeSetpoint,5458d567-af46-45b1-b564-b3c3a94ab024,22.5,0.3,
rotation-tue,Rotation PLAN 8,LB81-5125-TD401/9070,"room temp — VR-RUM/KONFERENS, 12p 5125",degC,Temperature,d136fb1b-2c67-4892-9bf8-bcc0de3e7bfe,22.3,0.3,
rotation-tue,Rotation PLAN 8,LB81-5125-TD401/8006,"setpoint — VR-RUM/KONFERENS, 12p 5125",degC,CapabilityTypeSetpoint,f6a7acfc-5ca2-4137-bcef-196caa5d8fd4,22.5,0.3,
rotation-wed,Rotation PLAN 9,LB91-6197-HD101/9070,room temp — MÖTE 6197,degC,Temperature,bdea6334-299a-447c-a544-d31c2fc81915,22.9,0.3,
rotation-wed,Rotation PLAN 9,LB91-6197-HD101/8006,setpoint — MÖTE 6197,degC,CapabilityTypeSetpoint,41f69308-9d4e-40e7-b053-3c71d8d6f34b,22.0,0.3,
rotation-thu,Rotation PLAN 10,LB104-7027-TD202/9070,room temp — KOPIERING/FRD. 7027,degC,Temperature,ca21cecc-0282-477a-8da8-370e162df64c,22.8,0.3,
rotation-thu,Rotation PLAN 10,LB104-7027-TD202/8006,setpoint — KOPIERING/FRD. 7027,degC,CapabilityTypeSetpoint,2dbbcd2e-eb94-48f4-9bd5-f78d13a870bc,22.0,0.3,
rotation-fri,Rotation PLAN 10,LB104-7010-TB15A3/9070,room temp — GRUPPRUM 7010,degC,Temperature,0d3f5708-483b-4de8-af83-3e546671fad9,22.0,0.3,
rotation-fri,Rotation PLAN 10,LB104-7010-TB15A3/8006,setpoint — GRUPPRUM 7010,degC,CapabilityTypeSetpoint,120b73fc-7bcc-4b6d-962b-10689badff01,21.0,0.3,
rotation-mon,Rotation PLAN 10,LB104-7011-TB15B7/9070,room temp — KOPIERING 7011,degC,Temperature,9d3d1dfc-81e1-4a96-a526-2be731a7b124,22.1,0.3,
rotation-mon,Rotation PLAN 10,LB104-7011-TB15B7/8006,setpoint — KOPIERING 7011,degC,CapabilityTypeSetpoint,28109fcb-4092-4a0b-bb6f-2d13f2ef1c10,22.0,0.3,
rotation-tue,Rotation PLAN 9,LB91-6191-HD104/9070,room temp — KONTOR 6191,degC,Temperature,215ea7b2-5477-45a2-8cc6-f3607157a1bd,21.4,0.3,
rotation-tue,Rotation PLAN 9,LB91-6191-HD104/8006,setpoint — KONTOR 6191,degC,CapabilityTypeSetpoint,472f4ad9-6da6-4a81-aac7-1e657708dc2e,21.5,0.3,
rotation-wed,Rotation PLAN 8,LB82-5181-VFD105/9070,room temp — ÖPPET KONTOR 5181,degC,Temperature,c4d16376-679e-4b55-8425-3b9db06e2994,22.0,0.3,
rotation-wed,Rotation PLAN 8,LB82-5181-VFD105/8006,setpoint — ÖPPET KONTOR 5181,degC,CapabilityTypeSetpoint,47ae4181-3087-42f7-9c0a-fdf710cab54b,22.0,0.3,
rotation-thu,Rotation PLAN 10,LB104-7027-TB15B3/9070,room temp — KOPIERING/FRD. 7027,degC,Temperature,58c900e7-ff5a-4a3d-b64b-4e8408bd0e25,22.9,0.3,
rotation-thu,Rotation PLAN 10,LB104-7027-TB15B3/8006,setpoint — KOPIERING/FRD. 7027,degC,CapabilityTypeSetpoint,ba001355-257c-4a32-b998-5724a6921d06,22.0,0.3,
rotation-fri,Rotation PLAN 8,LB81-5152J-HD101/9070,room temp — ÖPPET KONTOR 5152,degC,Temperature,efc6574f-097e-4082-963e-e74ad6e982c9,22.4,0.3,
rotation-fri,Rotation PLAN 8,LB81-5152J-HD101/8006,setpoint — ÖPPET KONTOR 5152,degC,CapabilityTypeSetpoint,4a47564e-757a-4e28-b8cc-54529f2690a8,22.0,0.3,
rotation-mon,Rotation PLAN 10,LB104-7010-TB15B2/9070,room temp — GRUPPRUM 7010,degC,Temperature,d4369fa1-c2de-4ca2-b790-122d2ef86b43,22.0,0.3,
rotation-mon,Rotation PLAN 10,LB104-7010-TB15B2/8006,setpoint — GRUPPRUM 7010,degC,CapabilityTypeSetpoint,645613c5-7a9b-41ee-a3ce-e7c5c50307ab,22.0,0.3,
rotation-tue,Rotation PLAN 9,LB91-6196-HD103/9070,room temp — MÖTE 6196,degC,Temperature,9196b8ba-8fcb-4286-8e80-c81638a8e0db,21.6,0.3,
rotation-tue,Rotation PLAN 9,LB91-6196-HD103/8006,setpoint — MÖTE 6196,degC,CapabilityTypeSetpoint,e430dbdb-a0b2-4813-b85d-e7ffeb000f1c,22.5,0.3,
rotation-wed,Rotation PLAN 8,LB83-5190-VFD103/9070,room temp — ÖPPET KONTOR 5190,degC,Temperature,37f85168-8525-40fc-a147-6bafcb171640,23.2,0.3,
rotation-wed,Rotation PLAN 8,LB83-5190-VFD103/8006,setpoint — ÖPPET KONTOR 5190,degC,CapabilityTypeSetpoint,aa4ee318-1bf1-421a-9c41-fd495081f08d,22.5,0.3,
rotation-thu,Rotation PLAN 8,LB83-5192-VFD102/9070,room temp — ÖPPET KONTOR 5192,degC,Temperature,2b14e039-e3b3-492d-8894-27280d8834c9,22.6,0.3,
rotation-thu,Rotation PLAN 8,LB83-5192-VFD102/8006,setpoint — ÖPPET KONTOR 5192,degC,CapabilityTypeSetpoint,f352518d-21ed-4d37-abb6-faf3009e1f59,23.0,0.3,
rotation-fri,Rotation PLAN 10,LB104-7011-TB15A6/9070,room temp — KOPIERING 7011,degC,Temperature,bc37c100-c32c-4aed-88e2-47481e622886,22.1,0.3,
rotation-fri,Rotation PLAN 10,LB104-7011-TB15A6/8006,setpoint — KOPIERING 7011,degC,CapabilityTypeSetpoint,13215429-a859-4084-a307-12892405cfea,22.0,0.3,
rotation-mon,Rotation PLAN 8,LB81-5151K-TD401/9070,room temp — ÖPPET KONTOR 5151,degC,Temperature,f28d1d37-e2de-46a7-894a-d425a07b0111,22.4,0.3,
rotation-mon,Rotation PLAN 8,LB81-5151K-TD401/8006,setpoint — ÖPPET KONTOR 5151,degC,CapabilityTypeSetpoint,c4ce83c1-b64d-4779-82ff-7d35255c533a,22.5,0.3,
rotation-tue,Rotation PLAN 10,LB104-7011-TB15B2/9070,room temp — KOPIERING 7011,degC,Temperature,2b45ec72-c74d-4949-8121-af4cf4be5e32,22.3,0.3,
rotation-tue,Rotation PLAN 10,LB104-7011-TB15B2/8006,setpoint — KOPIERING 7011,degC,CapabilityTypeSetpoint,59e260cb-59de-4681-9755-baed79c72e39,22.0,0.3,
rotation-wed,Rotation PLAN 9,LB91-6196-HD101/9070,room temp — MÖTE 6196,degC,Temperature,dc3fe2f5-20db-41c3-bb1f-891a2ad7d5eb,21.7,0.3,
rotation-wed,Rotation PLAN 9,LB91-6196-HD101/8006,setpoint — MÖTE 6196,degC,CapabilityTypeSetpoint,4ec4c5a8-98ed-4639-bfbd-cba08e7cb1eb,22.5,0.3,
rotation-thu,Rotation PLAN 8,LB83-5160-VFD102/9070,room temp — PASSAGE 5160A,degC,Temperature,2bbbfa03-f08b-4976-af83-76dd83268dee,23.7,0.3,
rotation-thu,Rotation PLAN 8,LB83-5160-VFD102/8006,setpoint — PASSAGE 5160A,degC,CapabilityTypeSetpoint,3d0e0926-d77c-4e2e-80bd-b6a3114fb667,22.5,0.3,
rotation-fri,Rotation PLAN 10,LB104-7027-TB15B2/9070,room temp — KOPIERING/FRD. 7027,degC,Temperature,2158f9df-cf2d-44d6-930f-da6ad31218ba,22.8,0.3,
rotation-fri,Rotation PLAN 10,LB104-7027-TB15B2/8006,setpoint — KOPIERING/FRD. 7027,degC,CapabilityTypeSetpoint,e8ffde30-fb27-4254-8805-7f50837cfb35,22.0,0.3,
rotation-mon,Rotation PLAN 8,LB81-5151E-VFD105/9070,room temp — ÖPPET KONTOR 5151,degC,Temperature,c4afbcdc-8a0e-4e8b-a4d6-9c3b649f46ea,22.1,0.3,
rotation-mon,Rotation PLAN 8,LB81-5151E-VFD105/8006,setpoint — ÖPPET KONTOR 5151,degC,CapabilityTypeSetpoint,1cc12acb-be05-4823-9b0e-29847e49cde0,22.0,0.3,
rotation-tue,Rotation PLAN 8,LB83-5190-VFD106/9070,room temp — ÖPPET KONTOR 5190,degC,Temperature,7226788f-a37b-4c99-a8dc-0a384b2f4bef,23.0,0.3,
rotation-tue,Rotation PLAN 8,LB83-5190-VFD106/8006,setpoint — ÖPPET KONTOR 5190,degC,CapabilityTypeSetpoint,b534c743-35fd-415f-a662-2d072bbf8a76,22.5,0.3,
rotation-wed,Rotation PLAN 9,LB91-6195-HD103/9070,room temp — MÖTE 6195,degC,Temperature,22c50a3e-7461-466e-a44c-1ec3f43b8282,21.4,0.3,
rotation-wed,Rotation PLAN 9,LB91-6195-HD103/8006,setpoint — MÖTE 6195,degC,CapabilityTypeSetpoint,9705ae10-0433-4944-b52e-4916b50aa647,22.5,0.3,
rotation-thu,Rotation PLAN 8,LB83-5185-VFD105/9070,room temp — PASSAGE 5185,degC,Temperature,4618e562-5533-4490-8ef4-11835aab3f00,22.1,0.3,
